Datetime,Household202,Household210,Quantile
15-09-2015 15:30,1.83908984,0.306924209,0.75
15-09-2015 15:45,1.406745168,0.259205497,0.75
15-09-2015 16:00,0.886975133,0.176033675,0.75
15-09-2015 16:15,0.44116942,0.099654528,0.75
15-09-2015 16:30,0.180960804,0.058183961,0.75
15-09-2015 16:45,0.075612589,0.048472783,0.75
15-09-2015 17:00,0.044437275,0.053114404,0.75
15-09-2015 17:15,0.03734632,0.058458586,0.75
15-09-2015 17:30,0.036421693,0.062516518,0.75
15-09-2015 17:45,0.036731384,0.07118772,0.75
15-09-2015 18:00,0.037800545,0.084055811,0.75
15-09-2015 18:15,0.040646388,0.089487993,0.75
15-09-2015 18:30,0.045290343,0.078827502,0.75
15-09-2015 18:45,0.051542473,0.058172104,0.75
15-09-2015 19:00,0.059987903,0.040242324,0.75
15-09-2015 19:15,0.069527184,0.030868897,0.75
15-09-2015 19:30,0.077239541,0.027855386,0.75
15-09-2015 19:45,0.082279786,0.027355242,0.75
15-09-2015 20:00,0.086862269,0.02742866,0.75
15-09-2015 20:15,0.092821732,0.027957386,0.75
